station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
CYYQ,2021-12-04 13:00,-13.00,-18.40,76.02,300.00,13.00,0.00,30.07,1018.90,15.00,M,FEW,M,M,M,9000.00,M,M,M,IC,M,M,M,M,M,M,-36.08,CYYQ 041300Z 30013KT 15SM IC FEW090 M25/M28 A3007 RMK AC2 SLP189,M
CYYQ,2021-12-04 14:00,-13.00,-18.40,76.02,290.00,11.00,0.00,30.06,1018.50,15.00,M,SCT,OVC,M,M,6000.00,11000.00,M,M,IC,M,M,M,M,M,M,-34.40,CYYQ 041400Z 29011KT 15SM IC SCT060 OVC110 M25/M28 A3006 RMK SC4AC4 SLP185,M
CYYQ,2021-12-04 15:00,-13.00,-18.40,76.02,290.00,9.00,0.00,30.05,1018.10,8.00,M,SCT,OVC,M,M,6000.00,11000.00,M,M,IC,M,M,M,M,M,M,-32.44,CYYQ 041500Z 29009KT 8SM IC SCT060 OVC110 M25/M28 A3005 RMK SC3AC5 SLP181,M
CYYQ,2021-12-04 15:02,-13.00,-18.40,76.02,280.00,10.00,0.00,30.05,1018.10,6.00,M,SCT,OVC,M,M,6000.00,11000.00,M,M,-SN DRSN,M,M,M,M,M,M,-33.46,CYYQ 041502Z 28010KT 6SM -SN DRSN SCT060 OVC110 M25/M28 A3005 RMK SC3AC5 SLP181,M
CYYQ,2021-12-04 15:30,-13.00,-18.40,76.02,280.00,11.00,0.00,30.04,1018.00,8.00,M,SCT,BKN,M,M,10000.00,25000.00,M,M,IC DRSN,M,M,M,M,M,M,-34.40,CYYQ 041530Z 28011KT 8SM IC DRSN SCT100 BKN250 M25/M28 A3004 RMK AC3CI3 SLP180,M
CYYQ,2021-12-04 16:00,-13.00,-18.40,76.02,290.00,11.00,0.00,30.04,1017.90,8.00,M,SCT,BKN,M,M,10000.00,25000.00,M,M,IC DRSN,M,M,M,M,M,M,-34.40,CYYQ 041600Z 29011KT 8SM IC DRSN SCT100 BKN250 M25/M28 A3004 RMK AC3CI4 SLP179,M
CYYQ,2021-12-04 17:00,-13.00,-18.40,76.02,290.00,10.00,0.00,30.03,1017.70,12.00,M,SCT,BKN,M,M,8000.00,25000.00,M,M,IC,M,M,M,M,M,M,-33.46,CYYQ 041700Z 29010KT 12SM IC SCT080 BKN250 M25/M28 A3003 RMK AC3CI4 SLP177,M
CYYQ,2021-12-04 18:00,-11.20,-18.40,69.50,280.00,10.00,0.00,30.02,1017.30,12.00,15.00,SCT,BKN,M,M,8000.00,25000.00,M,M,IC,M,M,M,M,M,M,-31.21,CYYQ 041800Z 28010G15KT 12SM IC SCT080 BKN250 M24/M28 A3002 RMK AC4CI3 SLP173,M
CYYQ,2021-12-04 19:00,-11.20,-18.40,69.50,290.00,10.00,0.00,30.00,1016.60,15.00,M,FEW,BKN,M,M,8000.00,25000.00,M,M,IC,M,M,M,M,M,M,-31.21,CYYQ 041900Z 29010KT 15SM IC FEW080 BKN250 M24/M28 A3000 RMK AC2CI5 SLP166,M
CYYQ,2021-12-04 19:08,-11.20,-18.40,69.50,290.00,10.00,0.00,30.00,1016.50,15.00,M,FEW,BKN,M,M,9000.00,25000.00,M,M,M,M,M,M,M,M,M,-31.21,CYYQ 041908Z 29010KT 15SM FEW090 BKN250 M24/M28 A3000 RMK AC2CI5 SLP165,M
CYYQ,2021-12-04 20:00,-11.20,-18.40,69.50,280.00,8.00,0.00,29.98,1016.00,15.00,M,FEW,BKN,M,M,12000.00,25000.00,M,M,M,M,M,M,M,M,M,-29.10,CYYQ 042000Z 28008KT 15SM FEW120 BKN250 M24/M28 A2998 RMK AC2CI5 SLP160,M
CYYQ,2021-12-04 20:05,-11.20,-18.40,69.50,280.00,9.00,0.00,29.98,1015.90,10.00,M,FEW,BKN,M,M,2000.00,25000.00,M,M,IC,M,M,M,M,M,M,-30.20,CYYQ 042005Z 28009KT 10SM IC FEW020 BKN250 M24/M28 A2998 RMK SF1CI7 SF TR SLP159,M
CYYQ,2021-12-04 21:00,-13.00,-18.40,76.02,270.00,7.00,0.00,29.98,1016.00,12.00,M,FEW,BKN,M,M,2000.00,25000.00,M,M,IC,M,M,M,M,M,M,-30.07,CYYQ 042100Z 27007KT 12SM IC FEW020 BKN250 M25/M28 A2998 RMK SF1CI7 SF TR SLP160,M
CYYQ,2021-12-04 22:00,-13.00,-18.40,76.02,280.00,9.00,0.00,29.98,1016.00,12.00,M,FEW,BKN,M,M,1400.00,25000.00,M,M,IC,M,M,M,M,M,M,-32.44,CYYQ 042200Z 28009KT 12SM IC FEW014 BKN250 M25/M28 A2998 RMK SC2CI5 SLP160,M
CYYQ,2021-12-04 23:00,-11.20,-18.40,69.50,290.00,9.00,0.00,29.97,1015.50,12.00,M,FEW,BKN,M,M,1400.00,25000.00,M,M,IC,M,M,M,M,M,M,-30.20,CYYQ 042300Z 29009KT 12SM IC FEW014 BKN250 M24/M28 A2997 RMK SC1CI5 SLP155,M
CYYQ,2021-12-05 00:00,-11.20,-16.60,76.21,290.00,10.00,0.00,29.96,1015.10,8.00,M,BKN,M,M,M,25000.00,M,M,M,IC,M,M,M,M,M,M,-31.21,CYYQ 050000Z 29010KT 8SM IC BKN250 M24/M27 A2996 RMK CI6 SLP151,M
CYYQ,2021-12-05 01:00,-11.20,-16.60,76.21,290.00,10.00,0.00,29.94,1014.70,4.00,M,OVC,M,M,M,15000.00,M,M,M,IC,M,M,M,M,M,M,-31.21,CYYQ 050100Z 29010KT 4SM IC OVC150 M24/M27 A2994 RMK AC8 SLP147,M
CYYQ,2021-12-05 01:08,-11.20,-16.60,76.21,290.00,11.00,0.00,29.94,1014.70,4.00,M,OVC,M,M,M,14000.00,M,M,M,-SN DRSN,M,M,M,M,M,M,-32.13,CYYQ 050108Z 29011KT 4SM -SN DRSN OVC140 M24/M27 A2994 RMK AC8 SLP147,M
CYYQ,2021-12-05 02:00,-9.40,-14.80,76.40,290.00,11.00,0.00,29.94,1014.50,4.00,M,OVC,M,M,M,14000.00,M,M,M,-SN,M,M,M,M,M,M,-29.85,CYYQ 050200Z 29011KT 4SM -SN OVC140 M23/M26 A2994 RMK AC8 SLP145,M
CYYQ,2021-12-05 03:00,-9.40,-14.80,76.40,300.00,12.00,0.00,29.93,1014.20,5.00,18.00,SCT,OVC,M,M,12000.00,16000.00,M,M,-SN DRSN,M,M,M,M,M,M,-30.69,CYYQ 050300Z 30012G18KT 5SM -SN DRSN SCT120 OVC160 M23/M26 A2993 RMK AC4AC4 SLP142,M
CYYQ,2021-12-05 04:00,-9.40,-16.60,69.73,300.00,13.00,0.00,29.93,1014.30,4.00,M,OVC,M,M,M,14000.00,M,M,M,-SN DRSN,M,M,M,M,M,M,-31.47,CYYQ 050400Z 30013KT 4SM -SN DRSN OVC140 M23/M27 A2993 RMK AC8 SLP143,M
CYYQ,2021-12-05 05:00,-9.40,-16.60,69.73,310.00,12.00,0.00,29.94,1014.60,4.00,18.00,SCT,OVC,M,M,1900.00,14000.00,M,M,-SN DRSN,M,M,M,M,M,M,-30.69,CYYQ 050500Z 31012G18KT 4SM -SN DRSN SCT019 OVC140 M23/M27 A2994 RMK SC3AC5 SLP146,M
CYYQ,2021-12-05 06:00,-11.20,-18.40,69.50,300.00,16.00,0.00,29.94,1014.70,5.00,23.00,SCT,OVC,M,M,2100.00,13000.00,M,M,-SN DRSN,M,M,M,M,M,M,-35.89,CYYQ 050600Z 30016G23KT 5SM -SN DRSN SCT021 OVC130 M24/M28 A2994 RMK SC4AC4 SLP147,M
CYYQ,2021-12-05 07:00,-11.20,-18.40,69.50,300.00,17.00,0.00,29.94,1014.50,6.00,M,BKN,M,M,M,2000.00,M,M,M,-SN DRSN,M,M,M,M,M,M,-36.52,CYYQ 050700Z 30017KT 6SM -SN DRSN BKN020 M24/M28 A2994 RMK SC6 SLP145,M
CYYQ,2021-12-05 08:00,-13.00,-20.20,69.27,290.00,13.00,0.00,29.96,1015.20,10.00,20.00,BKN,M,M,M,2000.00,M,M,M,-SN,M,M,M,M,M,M,-36.08,CYYQ 050800Z 29013G20KT 10SM -SN BKN020 M25/M29 A2996 RMK SC6 SLP152,M
CYYQ,2021-12-05 09:00,-14.80,-20.20,75.83,300.00,14.00,0.00,29.96,1015.30,15.00,21.00,BKN,M,M,M,2000.00,M,M,M,-SN,M,M,M,M,M,M,-39.16,CYYQ 050900Z 30014G21KT 15SM -SN BKN020 M26/M29 A2996 RMK SC5 SLP153,M
CYYQ,2021-12-05 10:00,-14.80,-22.00,69.03,290.00,14.00,0.00,29.96,1015.30,15.00,M,FEW,M,M,M,2000.00,M,M,M,-SN,M,M,M,M,M,M,-39.16,CYYQ 051000Z 29014KT 15SM -SN FEW020 M26/M30 A2996 RMK SC1 SLP153,M
CYYQ,2021-12-05 11:00,-16.60,-23.80,68.79,280.00,13.00,0.00,29.97,1015.60,15.00,M,CLR,M,M,M,M,M,M,M,IC,M,M,M,M,M,M,-40.69,CYYQ 051100Z 28013KT 15SM IC SKC M27/M31 A2997 RMK SLP156,M
CYYQ,2021-12-05 12:00,-18.40,-23.80,75.44,290.00,12.00,0.00,29.97,1015.70,15.00,M,CLR,M,M,M,M,M,M,M,IC,M,M,M,M,M,M,-42.14,CYYQ 051200Z 29012KT 15SM IC SKC M28/M31 A2997 RMK SLP157,M
CYYQ,2021-12-05 13:00,-18.40,-25.60,68.55,290.00,13.00,0.00,29.98,1015.80,15.00,M,CLR,M,M,M,M,M,M,M,IC,M,M,M,M,M,M,-43.00,CYYQ 051300Z 29013KT 15SM IC SKC M28/M32 A2998 RMK SLP158,M
CYYQ,2021-12-05 13:51,-20.20,-25.60,75.24,280.00,12.00,0.00,29.98,1015.80,15.00,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,-44.43,CYYQ 051351Z 28012KT 15SM FEW020 M29/M32 A2998 RMK SC1 SC TR SLP158,M
CYYQ,2021-12-05 14:00,-20.20,-25.60,75.24,290.00,12.00,0.00,29.98,1015.80,15.00,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,-44.43,CYYQ 051400Z 29012KT 15SM FEW020 M29/M32 A2998 RMK SC1 SC TR SLP158,M
CYYQ,2021-12-05 15:00,-20.20,-25.60,75.24,290.00,11.00,0.00,29.98,1016.00,15.00,16.00,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,-43.50,CYYQ 051500Z 29011G16KT 15SM FEW020 M29/M32 A2998 RMK SC1 SC TR SLP160,M
CYYQ,2021-12-05 16:00,-20.20,-25.60,75.24,290.00,11.00,0.00,30.00,1016.40,15.00,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,-43.50,CYYQ 051600Z 29011KT 15SM FEW020 M29/M32 A3000 RMK SC1 SC TR SLP164,M
CYYQ,2021-12-05 17:00,-18.40,-23.80,75.44,290.00,12.00,0.00,30.00,1016.50,15.00,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,-42.14,CYYQ 051700Z 29012KT 15SM FEW020 M28/M31 A3000 RMK SC1 SC TR SLP165,M
CYYQ,2021-12-05 18:00,-16.60,-23.80,68.79,300.00,17.00,0.00,30.00,1016.40,15.00,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,-43.59,CYYQ 051800Z 30017KT 15SM FEW010 M27/M31 A3000 RMK SF1 SLP164,M
CYYQ,2021-12-05 19:00,-16.60,-23.80,68.79,290.00,13.00,0.00,30.00,1016.70,15.00,19.00,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,-40.69,CYYQ 051900Z 29013G19KT 15SM FEW010 M27/M31 A3000 RMK SF1 SLP167,M
CYYQ,2021-12-05 20:00,-18.40,-25.60,68.55,280.00,14.00,0.00,30.00,1016.60,15.00,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,-43.80,CYYQ 052000Z 28014KT 15SM FEW010 M28/M32 A3000 RMK SF1 SLP166,M
CYYQ,2021-12-05 21:00,-18.40,-25.60,68.55,290.00,11.00,0.00,30.01,1017.00,15.00,16.00,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,-41.23,CYYQ 052100Z 29011G16KT 15SM FEW010 M28/M32 A3001 RMK SF1 SF TR SLP170,M
CYYQ,2021-12-05 22:00,-18.40,-27.40,62.24,290.00,13.00,0.00,30.02,1017.30,15.00,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,-43.00,CYYQ 052200Z 29013KT 15SM FEW010 M28/M33 A3002 RMK SF1 SF TR SLP173,M
CYYQ,2021-12-05 23:00,-20.20,-27.40,68.31,280.00,13.00,0.00,30.03,1017.50,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-45.31,CYYQ 052300Z 28013KT 15SM SKC M29/M33 A3003 RMK SLP175,M
CYYQ,2021-12-06 00:00,-20.20,-27.40,68.31,280.00,13.00,0.00,30.03,1017.50,15.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-45.31,CYYQ 060000Z 28013G18KT 15SM SKC M29/M33 A3003 RMK SLP175,M
CYYQ,2021-12-06 01:00,-20.20,-27.40,68.31,290.00,13.00,0.00,30.02,1017.10,15.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-45.31,CYYQ 060100Z 29013G20KT 15SM SKC M29/M33 A3002 RMK SLP171,M
CYYQ,2021-12-06 02:00,-20.20,-27.40,68.31,290.00,10.00,0.00,30.01,1016.90,15.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-42.49,CYYQ 060200Z 29010G17KT 15SM SKC M29/M33 A3001 RMK SLP169,M
CYYQ,2021-12-06 03:00,-20.20,-27.40,68.31,270.00,10.00,0.00,30.00,1016.70,15.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-42.49,CYYQ 060300Z 27010G16KT 15SM SKC M29/M33 A3000 RMK SLP167,M
CYYQ,2021-12-06 04:00,-22.00,-29.20,68.06,280.00,11.00,0.00,30.00,1016.40,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-45.77,CYYQ 060400Z 28011KT 15SM SKC M30/M34 A3000 RMK SLP164,M
CYYQ,2021-12-06 05:00,-22.00,-27.40,75.04,280.00,11.00,0.00,30.00,1016.40,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-45.77,CYYQ 060500Z 28011KT 15SM SKC M30/M33 A3000 RMK SLP164,M
CYYQ,2021-12-06 06:00,-23.80,-29.20,74.83,270.00,8.00,0.00,29.99,1016.10,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-44.62,CYYQ 060600Z 27008KT 15SM SKC M31/M34 A2999 RMK SLP161,M
CYYQ,2021-12-06 07:00,-23.80,-31.00,67.81,270.00,11.00,0.00,29.98,1015.90,15.00,M,FEW,SCT,M,M,1000.00,12000.00,M,M,M,M,M,M,M,M,M,-48.05,CYYQ 060700Z 27011KT 15SM FEW010 SCT120 M31/M35 A2998 RMK SC2AC2 SLP159,M
CYYQ,2021-12-06 07:37,-23.80,-29.20,74.83,270.00,12.00,0.00,29.97,1015.70,15.00,M,FEW,M,M,M,900.00,M,M,M,IC,M,M,M,M,M,M,-49.02,CYYQ 060737Z 27012KT 15SM IC FEW009 M31/M34 A2997 RMK SC2 SLP157,M
CYYQ,2021-12-06 08:00,-23.80,-29.20,74.83,270.00,8.00,0.00,29.99,1016.10,15.00,M,FEW,M,M,M,1000.00,M,M,M,IC,M,M,M,M,M,M,-44.62,CYYQ 060800Z 27008KT 15SM IC FEW010 M31/M34 A2999 RMK SC2 SLP161,M
CYYQ,2021-12-06 09:00,-20.20,-27.40,68.31,280.00,10.00,0.00,29.97,1015.60,15.00,16.00,CLR,M,M,M,M,M,M,M,IC,M,M,M,M,M,M,-42.49,CYYQ 060900Z 28010G16KT 15SM IC SKC M29/M33 A2997 RMK SLP156,M
CYYQ,2021-12-06 10:00,-22.00,-29.20,68.06,270.00,10.00,0.00,29.97,1015.40,15.00,M,CLR,M,M,M,M,M,M,M,IC,M,M,M,M,M,M,-44.75,CYYQ 061000Z 27010KT 15SM IC SKC M30/M34 A2997 RMK SLP154,M
CYYQ,2021-12-06 11:00,-22.00,-29.20,68.06,270.00,10.00,0.00,29.95,1015.00,15.00,M,CLR,M,M,M,M,M,M,M,IC,M,M,M,M,M,M,-44.75,CYYQ 061100Z 27010KT 15SM IC SKC M30/M34 A2995 RMK SLP150,M
CYYQ,2021-12-06 12:00,-23.80,-29.20,74.83,270.00,9.00,0.00,29.95,1014.70,15.00,M,CLR,M,M,M,M,M,M,M,IC,M,M,M,M,M,M,-45.87,CYYQ 061200Z 27009KT 15SM IC SKC M31/M34 A2995 RMK SLP147,M
CYYQ,2021-12-06 13:00,-23.80,-31.00,67.81,260.00,8.00,0.00,29.95,1014.90,15.00,M,CLR,M,M,M,M,M,M,M,IC,M,M,M,M,M,M,-44.62,CYYQ 061300Z 26008KT 15SM IC SKC M31/M35 A2995 RMK SLP149,M
CYYQ,2021-12-06 14:00,-25.60,-31.00,74.62,270.00,8.00,0.00,29.93,1014.40,15.00,M,FEW,M,M,M,4000.00,M,M,M,IC,M,M,M,M,M,M,-46.84,CYYQ 061400Z 27008KT 15SM IC FEW040 M32/M35 A2993 RMK SC1 SC TR SLP144,M
CYYQ,2021-12-06 15:00,-25.60,-31.00,74.62,260.00,8.00,0.00,29.93,1014.20,15.00,M,FEW,M,M,M,2000.00,M,M,M,IC,M,M,M,M,M,M,-46.84,CYYQ 061500Z 26008KT 15SM IC FEW020 M32/M35 A2993 RMK SC1 SC TR SLP142,M
CYYQ,2021-12-06 15:52,-23.80,-29.20,74.83,260.00,7.00,0.00,29.93,1014.20,15.00,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,-43.24,CYYQ 061552Z 26007KT 15SM FEW020 M31/M34 A2993 RMK SC1 SC TR SLP142,M
CYYQ,2021-12-06 16:00,-22.00,-27.40,75.04,290.00,9.00,0.00,29.93,1014.10,15.00,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,-43.63,CYYQ 061600Z 29009KT 15SM FEW020 M30/M33 A2993 RMK SC1 SC TR SLP141,M
CYYQ,2021-12-06 17:00,-22.00,-29.20,68.06,270.00,10.00,0.00,29.93,1014.20,15.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,-44.75,CYYQ 061700Z 27010KT 15SM FEW250 M30/M34 A2993 RMK CI1 SLP142,M
CYYQ,2021-12-06 18:00,-20.20,-27.40,68.31,270.00,10.00,0.00,29.92,1014.00,15.00,M,FEW,FEW,M,M,1000.00,25000.00,M,M,M,M,M,M,M,M,M,-42.49,CYYQ 061800Z 27010KT 15SM FEW010 FEW250 M29/M33 A2992 RMK SF1CC1 SF TR SLP140,M
CYYQ,2021-12-06 19:00,-20.20,-27.40,68.31,270.00,9.00,0.00,29.91,1013.40,15.00,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,-41.39,CYYQ 061900Z 27009KT 15SM FEW010 M29/M33 A2991 RMK SF1 SF TR SLP134,M
CYYQ,2021-12-06 20:00,-20.20,-27.40,68.31,260.00,9.00,0.00,29.89,1013.00,15.00,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,-41.39,CYYQ 062000Z 26009KT 15SM FEW010 M29/M33 A2989 RMK SF1 SF TR SLP130,M
CYYQ,2021-12-06 20:14,-20.20,-27.40,68.31,260.00,9.00,0.00,29.89,1013.00,15.00,M,FEW,M,M,M,25000.00,M,M,M,IC,M,M,M,M,M,M,-41.39,CYYQ 062014Z 26009KT 15SM IC FEW250 M29/M33 A2989 RMK CI1 SLP130,M
CYYQ,2021-12-06 21:00,-20.20,-27.40,68.31,250.00,7.00,0.00,29.89,1012.70,15.00,M,FEW,FEW,M,M,11000.00,25000.00,M,M,IC,M,M,M,M,M,M,-38.85,CYYQ 062100Z 25007KT 15SM IC FEW110 FEW250 M29/M33 A2989 RMK AC1CI1 SLP127,M
CYYQ,2021-12-06 22:00,-20.20,-27.40,68.31,270.00,10.00,0.00,29.89,1012.90,15.00,M,FEW,M,M,M,25000.00,M,M,M,IC,M,M,M,M,M,M,-42.49,CYYQ 062200Z 27010KT 15SM IC FEW250 M29/M33 A2989 RMK CI2 SLP129,M
CYYQ,2021-12-06 23:00,-22.00,-27.40,75.04,270.00,8.00,0.00,29.89,1013.00,15.00,M,FEW,M,M,M,25000.00,M,M,M,IC,M,M,M,M,M,M,-42.41,CYYQ 062300Z 27008KT 15SM IC FEW250 M30/M33 A2989 RMK CI2 SLP130,M
CYYQ,2021-12-07 00:00,-22.00,-27.40,75.04,270.00,9.00,0.00,29.89,1012.80,15.00,M,SCT,M,M,M,12000.00,M,M,M,IC,M,M,M,M,M,M,-43.63,CYYQ 070000Z 27009KT 15SM IC SCT120 M30/M33 A2989 RMK AC3 SLP128,M
CYYQ,2021-12-07 01:00,-22.00,-27.40,75.04,260.00,6.00,0.00,29.89,1012.80,15.00,M,CLR,M,M,M,M,M,M,M,IC,M,M,M,M,M,M,-39.51,CYYQ 070100Z 26006KT 15SM IC SKC M30/M33 A2989 RMK SLP128,M
CYYQ,2021-12-07 02:00,-18.40,-25.60,68.55,290.00,11.00,0.00,29.87,1012.30,15.00,M,SCT,M,M,M,9500.00,M,M,M,IC,M,M,M,M,M,M,-41.23,CYYQ 070200Z 29011KT 15SM IC SCT095 M28/M32 A2987 RMK AC3 SLP123,M
CYYQ,2021-12-07 03:00,-18.40,-25.60,68.55,270.00,7.00,0.00,29.88,1012.40,15.00,M,SCT,BKN,M,M,7500.00,11000.00,M,M,IC,M,M,M,M,M,M,-36.65,CYYQ 070300Z 27007KT 15SM IC SCT075 BKN110 M28/M32 A2988 RMK AC3AC3 SLP124,M
CYYQ,2021-12-07 04:00,-20.20,-25.60,75.24,270.00,11.00,0.00,29.86,1011.80,15.00,M,FEW,SCT,M,M,10000.00,12000.00,M,M,IC,M,M,M,M,M,M,-43.50,CYYQ 070400Z 27011KT 15SM IC FEW100 SCT120 M29/M32 A2986 RMK AC2AC2 SLP118,M
CYYQ,2021-12-07 05:00,-20.20,-25.60,75.24,270.00,9.00,0.00,29.86,1011.70,15.00,M,BKN,BKN,M,M,9000.00,11000.00,M,M,IC,M,M,M,M,M,M,-41.39,CYYQ 070500Z 27009KT 15SM IC BKN090 BKN110 M29/M32 A2986 RMK AC5AC2 SLP117,M
CYYQ,2021-12-07 06:00,-20.20,-25.60,75.24,270.00,7.00,0.00,29.85,1011.50,15.00,M,FEW,M,M,M,8500.00,M,M,M,IC,M,M,M,M,M,M,-38.85,CYYQ 070600Z 27007KT 15SM IC FEW085 M29/M32 A2985 RMK AC2 SLP115,M
CYYQ,2021-12-07 07:00,-20.20,-25.60,75.24,270.00,7.00,0.00,29.85,1011.40,15.00,M,BKN,M,M,M,9000.00,M,M,M,IC,M,M,M,M,M,M,-38.85,CYYQ 070700Z 27007KT 15SM IC BKN090 M29/M32 A2985 RMK AC7 SLP114,M
CYYQ,2021-12-07 08:00,-20.20,-25.60,75.24,260.00,7.00,0.00,29.85,1011.50,15.00,M,OVC,M,M,M,8000.00,M,M,M,IC,M,M,M,M,M,M,-38.85,CYYQ 070800Z 26007KT 15SM IC OVC080 M29/M32 A2985 RMK AC8 SLP115,M
CYYQ,2021-12-07 09:00,-18.40,-23.80,75.44,260.00,7.00,0.00,29.84,1011.10,15.00,M,BKN,OVC,M,M,10000.00,12000.00,M,M,IC,M,M,M,M,M,M,-36.65,CYYQ 070900Z 26007KT 15SM IC BKN100 OVC120 M28/M31 A2984 RMK AC6AC2 SLP111,M
CYYQ,2021-12-07 10:00,-14.80,-22.00,69.03,270.00,9.00,0.00,29.83,1010.80,15.00,M,OVC,M,M,M,8500.00,M,M,M,IC,M,M,M,M,M,M,-34.68,CYYQ 071000Z 27009KT 15SM IC OVC085 M26/M30 A2983 RMK AC8 SLP108,M
CYYQ,2021-12-07 11:00,-14.80,-20.20,75.83,260.00,9.00,0.00,29.84,1011.00,15.00,M,BKN,OVC,M,M,7000.00,13000.00,M,M,IC,M,M,M,M,M,M,-34.68,CYYQ 071100Z 26009KT 15SM IC BKN070 OVC130 M26/M29 A2984 RMK AC6AC2 SLP110,M
CYYQ,2021-12-07 12:00,-14.80,-20.20,75.83,260.00,7.00,0.00,29.83,1010.80,15.00,M,SCT,OVC,M,M,7000.00,12000.00,M,M,IC,M,M,M,M,M,M,-32.27,CYYQ 071200Z 26007KT 15SM IC SCT070 OVC120 M26/M29 A2983 RMK AC3AC5 SLP108,M
CYYQ,2021-12-07 13:00,-14.80,-18.40,83.23,270.00,7.00,0.00,29.84,1011.00,15.00,M,BKN,BKN,M,M,7000.00,9400.00,M,M,IC,M,M,M,M,M,M,-32.27,CYYQ 071300Z 27007KT 15SM IC BKN070 BKN094 M26/M28 A2984 RMK AC5AC2 SLP110,M
CYYQ,2021-12-07 14:00,-16.60,-20.20,83.09,270.00,7.00,0.00,29.84,1011.10,12.00,M,FEW,M,M,M,2000.00,M,M,M,IC,M,M,M,M,M,M,-34.46,CYYQ 071400Z 27007KT 12SM IC FEW020 M27/M29 A2984 RMK SC1 SLP111,M
CYYQ,2021-12-07 15:00,-14.80,-18.40,83.23,270.00,8.00,0.00,29.84,1011.30,8.00,M,SCT,M,M,M,8000.00,M,M,M,IC,M,M,M,M,M,M,-33.54,CYYQ 071500Z 27008KT 8SM IC SCT080 M26/M28 A2984 RMK AC3 SLP113,M
CYYQ,2021-12-07 16:00,-14.80,-20.20,75.83,270.00,8.00,0.00,29.85,1011.50,15.00,M,FEW,M,M,M,8000.00,M,M,M,IC,M,M,M,M,M,M,-33.54,CYYQ 071600Z 27008KT 15SM IC FEW080 M26/M29 A2985 RMK AC2 SLP115,M
CYYQ,2021-12-07 17:00,-13.00,-20.20,69.27,270.00,7.00,0.00,29.85,1011.50,15.00,M,FEW,M,M,M,8000.00,M,M,M,IC,M,M,M,M,M,M,-30.07,CYYQ 071700Z 27007KT 15SM IC FEW080 M25/M29 A2985 RMK AC1 SLP115,M
CYYQ,2021-12-07 17:10,-13.00,-18.40,76.02,270.00,7.00,0.00,29.85,1011.50,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,-30.07,CYYQ 071710Z 27007KT 15SM FEW080 M25/M28 A2985 RMK AC1 SLP115,M
CYYQ,2021-12-07 18:00,-11.20,-16.60,76.21,270.00,11.00,0.00,29.85,1011.50,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,-32.13,CYYQ 071800Z 27011KT 15SM FEW080 M24/M27 A2985 RMK AC1 SLP115,M
CYYQ,2021-12-07 19:00,-9.40,-16.60,69.73,270.00,9.00,0.00,29.86,1011.70,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,-27.96,CYYQ 071900Z 27009KT 15SM FEW080 M23/M27 A2986 RMK AC1 SLP117,M
CYYQ,2021-12-07 19:10,-11.20,-16.60,76.21,270.00,9.00,0.00,29.86,1011.70,12.00,M,FEW,M,M,M,3000.00,M,M,M,IC,M,M,M,M,M,M,-30.20,CYYQ 071910Z 27009KT 12SM IC FEW030 M24/M27 A2986 RMK SC1 SLP117,M
